frame,time,MET_X1,MET_Y1,HEEL_X1,HEEL_Y1,MALLEOL_X1,MALLEOL_Y1,FIBULA_X1,FIBULA_Y1,FEM_ALT_X1,FEM_ALT_Y1,FEM_UST_X1,FEM_UST_Y1,ASIS_X1,ASIS_Y1,ACR_X1,ACR_Y1,knee_angle,hip_angle,ankle_angle,derivative_knee_angle,derivative_hip_angle,derivative_ankle_angle,acceleration_knee_angle,acceleration_hip_angle,dacceleration_erivative_ankle_angle
152,2.158448,16.7788362,3.654510903,29.6592003,6.133239497,26.75237676,10.46892834,21.91566904,43.454389,18.58486966,50.3266835,25.01259982,88.79644303,17.19830378,98.03614017,0,0,155.124224106641,177.431607120447,89.3696402687548,1.35046631408073,0.552156574941108,0.587958050241852,-0.0940143928666828,-0.0876888680159595,-0.0152696713574301
153,2.165344,16.77928362,3.65251763,29.65922602,6.129327759,26.89762565,10.17977296,22.05957552,43.88879328,18.7477048,50.16445145,24.89750394,88.91111262,17.06894148,98.29366919,0,0,156.388442546806,177.919194616055,89.9414082943356,1.26421844016485,0.487587495608381,0.571768025580809,-0.0862478739158803,-0.0645690793327276,-0.0161900246610429
154,2.17224,16.77994652,3.655051202,29.65925267,6.132538673,27.18678104,10.32502186,22.34926787,43.74461831,18.7477048,50.16445145,24.89771708,88.79622989,16.81117335,98.29319095,0,0,157.581378161365,178.370327139656,90.4936806390262,1.19293561455927,0.451132523600478,0.55227234469055,-0.0712828256055786,-0.0364549720079026,-0.0194956808902589
155,2.179136,16.77919362,3.655357528,29.65925925,6.129445605,27.18678104,10.32502186,22.34926787,43.74461831,18.91053995,50.0022194,24.6673122,89.14045181,16.5531661,98.42159678,0,0,158.711929817289,178.807152248513,91.0188264996385,1.13055165592343,0.436825108857022,0.525145860612355,-0.0623839586358486,-0.0143074147434561,-0.0271264840781953
156,2.186032,16.78133591,3.654919403,29.65930341,6.129694402,26.89789414,10.03506103,22.63869173,43.74515527,19.39753765,50.32819123,24.66752534,89.02556908,16.03739072,98.54952438,0,0,159.776355588795,179.239502297743,91.5042082987015,1.06442577150688,0.43235004923045,0.485381799062935,-0.0661258844165502,-0.00447505962657146,-0.0397640615494197
157,2.192928,16.77822573,3.655192469,29.65940033,6.132464929,27.18624407,10.61444572,22.9281156,43.74569224,19.72260485,50.32879433,24.32287714,89.02492965,16.16603567,98.67864756,0,0,160.767569085052,179.668046718427,91.9383861728725,0.991213496256904,0.428544420683892,0.434177874171027,-0.073212275249972,-0.00380562854655864,-0.0512039248919081
158,2.199824,16.77906665,4.083078046,29.65951525,6.133656461,27.33122449,10.47000227,23.07282753,43.74596072,19.74145703,50.32705663,24.0926854,89.25426884,16.4238038,98.6791258,0,0,161.687704291778,179.907396790162,92.3152400642187,0.920135206725405,0.239350071735146,0.376853891346258,-0.0710782895314992,-0.189194348948746,-0.0573239828247694
159,2.20672,16.77977426,3.654147684,29.65957857,6.131991502,27.33176145,10.18057841,22.92757863,44.0351161,19.7651257,50.32561244,24.322664,89.13981239,16.29468062,98.80777074,0,0,162.547251642055,179.482956887866,92.6277537381593,0.85954735027687,-0.424439902295944,0.312513673940515,-0.0605878564485351,-0.66378997403109,-0.0643402174057428
160,2.213616,16.77982433,3.650882776,29.65965914,6.126873621,27.04233759,10.18004144,22.92757863,44.0351161,19.75417771,50.33349775,24.43861244,88.56561187,15.52137623,98.80633604,0,0,163.352447055367,179.056483910793,92.8673563707677,0.805195413312248,-0.426472977073672,0.23960263260841,-0.0543519369646219,-0.00203307477772796,-0.0729110413321052
161,2.220512,16.77829491,3.653079544,29.65972299,6.13370994,27.0420691,10.32475337,22.9281156,43.74569224,19.7566903,50.33205722,24.09311168,89.02450337,15.7796226,98.54904615,0,0,164.096537972371,178.638036077566,93.0367539588877,0.744090917004627,-0.418447833226679,0.16939758812002,-0.061104496307621,0.00802514384699293,-0.0702050444883895
162,2.227408,16.77956368,3.650109766,29.65976492,6.131434301,27.0420691,10.32475337,23.07229057,44.03538458,19.74708861,50.32929791,24.20799441,89.02471651,15.7796226,98.54904615,0,0,164.764096042611,178.24961387379,93.1556106621179,0.667558070239465,-0.388422203776258,0.118856703230193,-0.0765328467651614,0.0300256294504209,-0.050540884889827
163,2.234304,16.78056513,3.64864674,29.65979155,6.129993749,27.33176145,10.18057841,23.0717536,44.32480845,19.73434608,50.32777272,23.86355936,88.90919436,15.77986171,98.42016208,0,0,165.341038768332,177.913524722243,93.2507539719924,0.576942725721153,-0.336089151546872,0.0951433098744729,-0.0906153445183122,0.0523330522293861,-0.0237133933557203
164,2.2412,16.7812413,3.652227019,29.65985659,6.126560678,27.32821892,10.18530207,23.07255905,43.89067265,19.7211954,50.33128176,23.74888977,88.79409849,15.78033995,98.16239395,0,0,165.819810191999,177.642265880119,93.3435965359689,0.478771423667098,-0.271258842123956,0.0928425639765607,-0.0981713020540553,0.0648303094229163,-0.00230074589791229
165,2.248096,16.78148299,2.780670655,29.65989248,6.129052955,27.32919031,10.18004172,23.07255905,43.89067265,19.71794677,50.32539846,23.40445471,88.67857633,15.13544139,98.4189665,0,0,166.200114726238,177.435473170145,93.4479579526725,0.380304534238377,-0.206792709974025,0.104361416703625,-0.0984668894287211,0.0644661321499314,0.0115188527270647
166,2.254992,16.77960361,3.793654181,29.65999588,6.131669494,27.32964095,10.17740502,23.07202208,44.18009652,19.70913811,50.32993881,23.51869802,89.02343767,15.13520227,98.54785056,0,0,166.489613484041,177.282677508717,93.5789882694275,0.289498757803756,-0.15279566142749,0.131030316754973,-0.0908057764346211,0.0539970485465346,0.026668900051348
167,2.261888,16.78065092,3.65236336,29.66003549,6.131692684,27.32616511,10.18378804,22.92757863,44.0351161,19.88513845,50.32909587,23.28957198,88.67836319,15.13496315,98.67673463,0,0,166.70362655016,177.16897960291,93.7482617442685,0.214013066119008,-0.113697905806816,0.169273474840949,-0.0754856916847473,0.0390977556206735,0.0382431580859759
168,2.268784,16.77955522,3.65274787,29.66006885,6.137444698,27.32682597,10.18260771,22.7828667,44.03484762,19.7223033,50.49132793,23.40466785,88.5636936,15.39320952,98.41944473,0,0,166.861026172209,177.079108873356,93.9420460233205,0.157399622048871,-0.0898707295548888,0.193784279052025,-0.0566134440701376,0.0238271762519275,0.0245108042110758
169,2.27568,16.7793537,3.654375917,29.66009102,6.13128267,27.32795961,10.17890536,22.78232974,44.32427148,19.55946816,50.65355998,23.28893256,89.02301139,15.65121676,98.2910389,0,0,166.977232872741,176.999657617576,94.1201554755755,0.116206700531905,-0.0794512557800147,0.178109452255015,-0.0411929215169664,0.0104194737748742,-0.0156748267970102
170,2.282576,16.78089161,3.649909563,29.66009111,6.136885759,27.32412242,10.18819429,22.78259822,44.17955955,20.04887823,49.67926302,23.28957198,88.67836319,15.00655732,98.41872738,0,0,167.060619688339,176.920977820262,94.2394129791727,0.0833868155976631,-0.0786797973130149,0.11925750359724,-0.0328198849342414,0.000771458466999775,-0.0588519486577752
171,2.289472,16.77985298,3.653984277,29.66011327,6.131794252,27.32564609,10.18498411,22.7828667,44.03484762,19.5603728,50.16595918,22.7145189,89.02194569,14.87815149,98.16072013,0,0,167.117582855425,176.836623096253,94.2727817488854,0.0569631670866499,-0.0843547240097564,0.033368769712709,-0.0264236485110132,-0.00567492669674152,-0.0858887338845307
172,2.296368,16.78067754,3.214806452,29.66017852,6.131703303,27.18678104,10.32502186,22.78367215,43.60071182,19.56067434,50.00342558,22.94471064,88.7926065,14.61990513,98.41801003,0,0,167.158984146034,176.742253803003,94.2176087181286,0.0414012906084338,-0.0943692932492866,-0.055173030756805,-0.0155618764782162,-0.0100145692395301,-0.088541800469514
173,2.303264,16.78073411,3.655423362,29.66033383,6.130798661,27.18651255,10.46973379,22.49317436,44.17902259,19.88574154,50.00402868,22.94428436,89.02237197,14.87815149,98.16072013,0,0,167.197971331489,176.63765436334,94.0973244312464,0.0389871854554826,-0.104599439662962,-0.120284286882196,-0.00241410515295115,-0.0102301464136758,-0.065111256125391
174,2.31016,16.78077004,3.654835914,29.66040662,6.131375089,27.33149297,10.32529034,22.34819394,44.32346604,19.5603728,50.16595918,22.9444975,88.90748924,14.61966601,98.54689409,0,0,167.242372952156,176.527964434073,93.9482412819134,0.0444016206662923,-0.109689929267034,-0.149083149333038,0.00541443521080964,-0.00509048960407199,-0.0287988624508415
175,2.317056,16.77964393,3.656546428,29.66049527,6.128325962,26.89789414,10.03506103,22.34873091,44.03404217,19.56097589,49.84089198,22.71494518,88.79218022,14.87767326,98.41848826,0,0,167.290420892318,176.421601140142,93.796303784592,0.0480479401626042,-0.106363293930968,-0.15193749732137,0.00364631949631189,0.00332663533606592,-0.00285434798833251
176,2.323952,16.78093017,3.6473711,29.66054411,6.129531046,27.04180062,10.46946531,22.7828667,44.03484762,19.3972361,50.49072483,22.82940163,89.02215883,15.00655732,98.41872738,0,0,167.33499389875,176.327619285089,93.6509068517175,0.0445730064318752,-0.0939818550533573,-0.145396932874519,-0.00347493373072894,0.0123814388776111,0.00654056444685125
177,2.330848,16.78071322,3.654121468,29.66064911,6.134158767,27.18651255,10.46973379,22.63708084,44.61342687,19.2353056,50.16535609,22.59942303,89.13661528,14.36165877,98.67529992,0,0,167.372255126836,176.254004886639,93.5177505845768,0.0372612280863507,-0.0736143984497346,-0.133156267140691,-0.00731177834552454,0.0203674566036227,0.0122406657338274
178,2.337744,16.7812145,2.925382587,29.66078952,6.12772061,26.75264524,10.32421641,22.63869173,43.74515527,19.39753765,50.32819123,22.71387948,89.36659388,14.10317329,99.06147388,0,0,167.40447299709,176.207780084359,93.4106172189979,0.0322178702536746,-0.046224802280733,-0.107133365578903,-0.00504335783267607,0.0273895961690016,0.0260229015617881
179,2.34464,16.7812238,3.652605027,29.66081069,6.128963878,26.60739634,10.61337179,22.63815477,44.03457914,19.07337509,49.83998734,22.36944442,89.25107173,14.23325294,98.41729268,0,0,167.438326969359,176.194954192096,93.3569166376996,0.0338539722685312,-0.0128258922626685,-0.0537005812983438,0.00163610201485653,0.0333989100180645,0.0534327842805595
180,2.351536,16.78100186,3.648265126,29.66121124,6.130683466,26.89735717,10.32448489,22.63815477,44.03457914,19.07337509,49.83998734,22.48517972,88.79175394,14.87767326,98.41848826,0,0,167.483618229604,176.217361850553,93.3871453470027,0.0452912602449658,0.0224076584571833,0.0302287093030742,0.0114372879764346,0.0352335507198518,0.083929290601418
181,2.358432,16.78120869,3.651234939,29.6612448,6.133294013,27.04153214,10.61417724,22.63815477,44.03457914,19.23560715,50.00282249,22.36965756,89.136189,14.10436887,98.41705356,0,0,167.548240870293,176.269264842154,93.5071764594231,0.0646226406893788,0.0519029916004001,0.120031112420492,0.0193313804444131,0.0294953331432168,0.0898024031174174
182,2.365328,16.78067754,3.214806452,29.66129267,6.133306359,27.0420691,10.32475337,22.63842325,43.8898672,19.39814074,50.00312404,22.59942303,89.13661528,14.1048471,98.15928543,0,0,167.631593415933,176.338263718859,93.6886635344798,0.0833525456397979,0.0689988767052512,0.18148707505668,0.018729904950419,0.017095885104851,0.0614559626361881
183,2.372224,16.78102449,3.651247736,29.66131307,6.131733845,27.04233759,10.18004144,22.059844,43.74408134,19.3972361,50.49072483,22.14031838,88.90599725,14.1034124,98.93258982,0,0,167.723984585277,176.409379931301,93.8892080472227,0.0923911693445802,0.0711162124417513,0.200544512742866,0.00903862370478237,0.00211733573650008,0.0190574376861861
184,2.37912,16.77524476,3.659530133,29.66132211,6.130985303,26.89762565,10.17977296,22.34846242,44.1787541,19.23500405,50.32788969,22.02479623,89.25043231,14.362137,98.41753179,0,0,167.811254151828,176.467437906772,94.0681839970601,0.0872695665502761,0.0580579754713426,0.178975949837408,-0.00512160279430418,-0.0130582369704086,-0.0215685629054576
185,2.386016,16.77364939,3.660332235,29.66141464,6.127321605,26.89708869,10.46919683,22.34873091,44.03404217,18.90933376,50.65235379,22.25498797,89.02109312,13.97476746,98.80346664,0,0,167.880659938858,176.499084043017,94.1879563896761,0.0694057870304903,0.0316461362447171,0.119772392615985,-0.0178637795197858,-0.0264118392266255,-0.0592035572214229
186,2.392912,16.77410437,3.659222283,29.66145179,6.125409884,26.89708869,10.46919683,22.059844,43.74408134,19.23500405,50.32788969,22.13946582,89.36552818,13.97524569,98.54569851,0,0,167.923772878903,176.498806720891,94.2198252172962,0.0431129400450061,-0.000277322126009949,0.0318688276201584,-0.0262928469854842,-0.0319234583707271,-0.0879035649958269
187,2.399808,16.77341998,3.658439006,29.66154636,6.133489094,26.60766482,10.46865986,22.059844,43.74408134,19.07307355,50.00252094,21.9099135,89.25021917,13.71723844,98.67410434,0,0,167.936046258837,176.4720480207,94.1529605365734,0.0122733799342996,-0.0267587001911238,-0.0668646807228299,-0.0308395601107065,-0.0264813780651139,-0.0987335083429883
188,2.406704,16.77482922,3.657268853,29.66183079,6.131382926,26.89682021,10.61390876,22.059844,43.74408134,18.90993685,50.32728659,22.02500937,89.13554958,13.45947031,98.6736261,0,0,167.917984392632,176.430088010849,93.9956382021883,-0.0180618662054428,-0.0419600098501292,-0.1573223343851,-0.0303352461397424,-0.0152013096590053,-0.0904576536622699
189,2.4136,16.77525848,3.659125251,29.66252916,6.128319378,26.89708869,10.46919683,22.05930704,44.03350521,18.7477048,50.16445145,22.25477483,89.13597586,13.45899208,98.93139423,0,0,167.873739998692,176.386745180776,93.7707391526073,-0.0442443939395787,-0.0433428300731578,-0.224899049581026,-0.0261825277341359,-0.0013828202230286,-0.0675767151959263
